policy_id,customer_id,policy_type,provider,premium_amount,coverage_amount,policy_duration_years,policy_start_year,policy_end_year,policy_risk_level,policy_status,customer_income,customer_credit_score,customer_employment
POL_270160,CUST_500209,home,Murphy Inc,832,165000,4,2019,2023,low,active,41713,635,retired
POL_234837,CUST_898169,life,"Rivas, Silva and Romero",2315,132000,2,2016,2018,medium,inactive,56816,728,self-employed
POL_174147,CUST_898169,auto,Villarreal and Sons,877,10500,8,2020,2028,high,inactive,56816,728,self-employed
POL_164144,CUST_360909,health,Austin Group,1438,59400,2,2023,2025,high,inactive,56436,686,self-employed
POL_451781,CUST_360909,auto,"Brown, Montgomery and Sparks",907,20250,5,2020,2025,low,active,56436,686,self-employed
POL_394352,CUST_886553,life,Perez-Johnson,1796,154000,10,2024,2034,low,active,48557,742,employed
POL_534136,CUST_886553,home,"Martin, Summers and Case",527,150000,9,2016,2025,high,active,48557,742,employed
POL_626019,CUST_785315,health,Andrade-Middleton,3106,64152,7,2020,2027,low,active,21436,728,retired
POL_482863,CUST_785315,travel,Mccall-Chen,644,40500,5,2015,2020,medium,active,21436,728,retired
POL_391725,CUST_317782,auto,"Monroe, Smith and Moss",910,9450,7,2017,2024,medium,active,77054,649,employed
POL_286997,CUST_952679,home,Moore-Pierce,1428,135000,8,2021,2029,high,inactive,39774,609,self-employed
POL_410118,CUST_291752,auto,Gamble Group,1535,18225,4,2023,2027,low,active,27595,673,retired
POL_853026,CUST_291752,travel,Murray-Hart,2344,40500,10,2015,2025,medium,active,27595,673,retired
POL_885616,CUST_696580,health,"Perez, Rice and Burnett",2035,77000,10,2015,2025,medium,active,72522,751,self-employed
POL_787814,CUST_858931,health,"Ellison, Howard and Hawkins",1600,76230,6,2020,2026,low,active,103318,712,employed
POL_608413,CUST_178501,travel,Rodgers Inc,1002,45000,5,2021,2026,high,active,36290,625,retired
POL_742738,CUST_523037,auto,"Sherman, Little and Osborne",1399,11550,4,2016,2020,low,active,56429,710,self-employed
POL_642569,CUST_896204,home,Pollard and Sons,583,135000,7,2019,2026,low,active,99796,723,employed
POL_104556,CUST_896204,travel,Cabrera-Chapman,1529,49500,1,2016,2017,medium,active,99796,723,employed
POL_625094,CUST_511981,life,"Thompson, Thompson and Swanson",1412,99000,4,2023,2027,medium,inactive,53935,646,employed
POL_211259,CUST_633025,health,"Johnson, Frey and Villarreal",2875,71280,7,2021,2028,low,active,58588,709,retired
POL_558689,CUST_633025,travel,Howell Inc,2672,49500,9,2024,2033,high,active,58588,709,retired
POL_613035,CUST_239850,auto,"Smith, Morton and Logan",2201,10500,6,2015,2021,low,active,59357,703,retired
POL_435613,CUST_469348,travel,Rich Ltd,1574,49500,5,2015,2020,low,active,66330,631,employed
POL_819945,CUST_253541,auto,Neal and Sons,662,24750,3,2016,2019,high,active,82973,721,self-employed
POL_427966,CUST_818430,health,Combs PLC,1743,105600,7,2015,2022,low,active,49661,733,retired
POL_230641,CUST_818430,home,"Santana, Hall and Taylor",1419,150000,5,2018,2023,high,active,49661,733,retired
POL_963241,CUST_815819,life,Benjamin PLC,2462,90000,2,2017,2019,high,active,69563,764,employed
POL_383442,CUST_911242,health,Medina Group,2709,84700,6,2023,2029,low,active,66477,763,self-employed
POL_147568,CUST_447148,health,"Carroll, Russell and Bailey",1668,116160,6,2024,2030,medium,active,40831,617,retired
POL_589459,CUST_447148,auto,Ross-Castillo,1088,11550,8,2015,2023,low,active,40831,617,retired
POL_665577,CUST_641975,health,Williams LLC,1689,88000,2,2016,2018,high,inactive,85351,643,employed
POL_989195,CUST_641975,home,Boyd PLC,2349,150000,3,2019,2022,low,active,85351,643,employed
POL_842028,CUST_976258,life,Gonzalez and Sons,1530,118800,3,2016,2019,medium,active,63678,730,self-employed
POL_218732,CUST_527433,health,Smith and Sons,1304,79200,7,2015,2022,high,active,60152,730,employed
POL_599216,CUST_527433,travel,"Weaver, Clark and Davis",2588,45000,8,2016,2024,low,active,60152,730,employed
POL_293958,CUST_415989,auto,Cunningham Inc,2347,8505,5,2019,2024,high,active,27753,730,retired
POL_723123,CUST_938504,life,Klein LLC,2782,118800,3,2015,2018,low,active,79936,734,employed
POL_856673,CUST_302897,life,"Morrison, Nelson and Harper",1182,209088,3,2015,2018,high,active,24414,768,retired
POL_297133,CUST_302897,travel,Berger-Casey,1449,49500,9,2019,2028,medium,active,24414,768,retired
POL_968213,CUST_566991,auto,Crawford-Harvey,1548,11550,6,2020,2026,medium,inactive,82933,757,self-employed
POL_297447,CUST_566991,travel,Mcgee-Le,1698,60500,6,2022,2028,medium,inactive,82933,757,self-employed
POL_434119,CUST_524814,travel,"Jones, Salazar and Kelly",1961,45000,10,2017,2027,high,active,86276,739,self-employed
POL_284093,CUST_945718,home,Cruz-Roberts,2360,150000,6,2017,2023,high,active,87948,681,employed
POL_958573,CUST_929906,health,"Scott, Maldonado and Sutton",729,49500,7,2016,2023,high,active,103373,745,employed
POL_488304,CUST_929906,life,Johnson-James,1464,99000,7,2018,2025,medium,active,103373,745,employed
POL_391980,CUST_181618,home,Harris and Sons,1104,148500,1,2023,2024,low,active,108337,653,employed
POL_995134,CUST_731264,travel,Cohen and Sons,1042,49500,3,2020,2023,medium,active,81947,685,self-employed
POL_128756,CUST_141094,travel,"Kaufman, Jensen and Butler",1727,45000,7,2023,2030,high,active,51379,670,retired
POL_101890,CUST_628859,health,Jones-Nelson,1488,116160,1,2015,2016,high,active,53476,838,retired
POL_649770,CUST_628859,life,Reyes and Sons,3143,232320,9,2020,2029,medium,active,53476,838,retired
POL_538437,CUST_912510,travel,"Moore, Bailey and Meyer",2731,45000,10,2021,2031,medium,active,59309,587,retired
POL_515559,CUST_727354,auto,Lucas-Thompson,1870,11550,6,2021,2027,medium,active,103192,741,employed
POL_271811,CUST_373995,home,"Johnson, Blanchard and Scott",1368,148500,9,2015,2024,low,active,108126,603,employed
POL_206905,CUST_224870,auto,Myers PLC,2513,9450,8,2018,2026,low,active,94162,671,employed
POL_584283,CUST_224870,travel,Sutton-Bullock,2487,45000,10,2021,2031,high,active,94162,671,employed
POL_515042,CUST_137812,travel,"Gutierrez, Winters and Perez",1319,49500,7,2019,2026,medium,inactive,62973,703,employed
POL_847959,CUST_711248,health,Hunter PLC,821,71280,3,2021,2024,medium,active,43142,635,retired
POL_283368,CUST_702819,health,"Fleming, Mcfarland and Anderson",2815,71280,5,2015,2020,high,inactive,57677,657,retired
POL_400599,CUST_702819,auto,"Harris, Davila and Cruz",2147,20250,8,2016,2024,high,active,57677,657,retired
POL_286938,CUST_939030,home,Benjamin PLC,1333,135000,7,2024,2031,medium,active,74668,740,self-employed
POL_602939,CUST_299405,travel,Hernandez-Erickson,1369,50000,10,2023,2033,high,active,77655,656,employed
POL_318089,CUST_430738,health,Gonzalez Inc,1153,69300,2,2015,2017,low,inactive,72728,712,employed
POL_756262,CUST_430738,travel,Wallace-Cummings,2374,49500,10,2024,2034,medium,active,72728,712,employed
POL_598449,CUST_283291,travel,"Ford, Romero and Holmes",2511,45000,7,2017,2024,high,active,34555,702,retired
POL_509087,CUST_292847,life,Thompson PLC,2705,190080,4,2020,2024,high,active,33811,660,retired
POL_779832,CUST_292847,auto,Short Group,2163,9450,10,2019,2029,medium,active,33811,660,retired
POL_464546,CUST_595962,life,"Morris, Ayala and Newman",904,154000,8,2024,2032,medium,inactive,59538,828,self-employed
POL_127934,CUST_595962,home,"Chan, Lin and Sullivan",1791,150000,7,2023,2030,high,inactive,59538,828,self-employed
POL_771551,CUST_477808,health,"Bell, Barber and Williams",2550,88000,6,2017,2023,low,active,49663,738,self-employed
POL_645431,CUST_477808,home,Thomas-Baldwin,1947,150000,4,2018,2022,high,active,49663,738,self-employed
POL_701772,CUST_182216,auto,"Anderson, Mullins and Trevino",2133,9450,8,2017,2025,low,active,59687,578,retired
POL_681419,CUST_182216,travel,Villarreal-Ruiz,3204,49500,2,2019,2021,medium,inactive,59687,578,retired
POL_606735,CUST_734792,auto,Smith-Mcgee,1074,22500,2,2021,2023,medium,active,57644,711,self-employed
POL_532962,CUST_596171,life,Wright-Ramirez,2270,169400,4,2021,2025,medium,active,40965,660,self-employed
POL_250202,CUST_652329,life,"Matthews, Morris and King",690,89100,1,2024,2025,medium,active,23600,751,student
POL_513218,CUST_885290,travel,Conrad Ltd,1989,54450,1,2021,2022,low,active,101235,652,employed
POL_910665,CUST_591989,health,Figueroa-West,3112,79200,7,2016,2023,high,active,65367,693,self-employed
POL_192612,CUST_591989,travel,Lee-Palmer,602,49500,2,2018,2020,medium,inactive,65367,693,self-employed
POL_890017,CUST_777370,home,"Woods, Weiss and Castro",2296,150000,8,2018,2026,medium,inactive,48209,730,retired
POL_868075,CUST_777370,travel,Brewer-Bryant,1816,50000,2,2021,2023,high,active,48209,730,retired
POL_560682,CUST_403662,life,Flynn Inc,776,110000,5,2015,2020,low,active,48656,751,self-employed
POL_358225,CUST_956949,health,Moore Inc,2025,84700,7,2015,2022,low,active,54339,679,self-employed
POL_606138,CUST_863611,life,Dean-Montgomery,764,90000,7,2015,2022,high,active,44392,671,employed
POL_814189,CUST_863611,auto,Garcia Inc,1829,20250,3,2019,2022,low,active,44392,671,employed
POL_958519,CUST_144033,health,"Snyder, Smith and Gonzalez",1636,77000,2,2016,2018,low,active,87241,660,employed
POL_969126,CUST_144033,life,Taylor and Sons,2058,154000,2,2022,2024,low,inactive,87241,660,employed
POL_710475,CUST_685472,travel,Mitchell Group,1820,55000,9,2015,2024,low,inactive,60669,805,employed
POL_901935,CUST_439403,home,Hernandez LLC,1366,165000,6,2016,2022,low,inactive,44757,724,retired
POL_200310,CUST_439403,travel,"Long, Clay and Howe",1907,55000,9,2019,2028,medium,inactive,44757,724,retired
POL_695067,CUST_350385,health,Donaldson-Anthony,3227,79200,9,2015,2024,low,active,98901,624,employed
POL_852270,CUST_350385,life,Vaughn-Mccoy,1933,158400,2,2022,2024,low,inactive,98901,624,employed
POL_260170,CUST_300924,health,Schultz LLC,1140,83853,6,2020,2026,low,active,112281,755,employed
POL_833174,CUST_360846,travel,"Schaefer, Flores and Davenport",2040,45000,8,2020,2028,medium,inactive,22664,761,retired
POL_587231,CUST_469438,travel,Jones-Swanson,2561,49500,1,2015,2016,high,active,74203,608,self-employed
POL_294542,CUST_642752,home,Collins and Sons,964,181500,5,2016,2021,low,active,113812,670,employed
POL_831324,CUST_642752,travel,Beltran-Simmons,870,60500,2,2022,2024,high,active,113812,670,employed
POL_912848,CUST_368691,life,"Foster, Odonnell and Mullins",2374,130680,5,2022,2027,low,active,76170,776,employed
POL_779473,CUST_368691,auto,Klein PLC,1147,11550,3,2018,2021,low,active,76170,776,employed
POL_682466,CUST_182289,travel,"Proctor, Byrd and King",1328,45000,1,2019,2020,high,active,81963,657,self-employed
POL_527253,CUST_674779,health,"Conway, Brown and Adams",1708,44550,9,2016,2025,low,active,118005,746,employed
POL_453276,CUST_703998,life,Anderson-Singleton,915,193600,10,2023,2033,low,active,66654,644,self-employed
POL_200412,CUST_309385,life,"Wiggins, Freeman and Hughes",1128,184800,9,2024,2033,high,inactive,42578,696,retired
POL_531825,CUST_309385,travel,Wheeler-Rodriguez,1087,50000,2,2022,2024,low,active,42578,696,retired
POL_979126,CUST_886804,health,Klein and Sons,2123,72600,3,2021,2024,medium,active,59356,550,employed
POL_901189,CUST_886804,auto,"Rogers, Lin and Mcmahon",2542,11550,7,2019,2026,medium,active,59356,550,employed
POL_931446,CUST_792451,health,Barker and Sons,2105,59400,7,2017,2024,high,active,68207,638,self-employed
POL_830398,CUST_792451,home,Chandler Ltd,1434,135000,8,2022,2030,medium,active,68207,638,self-employed
POL_494247,CUST_687923,health,Olson-Galloway,972,87120,1,2018,2019,high,active,45331,684,retired
POL_350445,CUST_687923,travel,Allison PLC,714,55000,7,2017,2024,high,active,45331,684,retired
POL_899965,CUST_954441,travel,"Cameron, Murphy and Bennett",2304,50000,2,2018,2020,high,active,91563,625,employed
POL_803392,CUST_445280,home,"Burns, Levine and Harvey",1252,150000,1,2015,2016,medium,active,90096,797,employed
POL_732199,CUST_224138,travel,"Williams, Barron and Green",1465,55000,10,2019,2029,high,active,80501,614,employed
POL_211933,CUST_342128,travel,Gonzales-Lynch,2208,40500,4,2020,2024,low,active,39880,673,retired
POL_521596,CUST_337264,home,"Richardson, Johnson and Jackson",503,181500,1,2024,2025,low,inactive,105840,707,employed
POL_425124,CUST_337264,travel,Velazquez Inc,1237,66550,1,2019,2020,medium,active,105840,707,employed
POL_954467,CUST_964371,life,Proctor-Hernandez,1063,166320,4,2023,2027,high,active,33292,786,retired
POL_605478,CUST_560905,health,"Hale, Johnson and Davis",1862,79200,2,2018,2020,high,inactive,99193,613,employed
POL_210223,CUST_241879,life,"Cook, Hall and Vazquez",2575,149688,2,2023,2025,low,active,23574,769,retired
POL_469591,CUST_636521,health,Moran-Watkins,3307,62370,9,2022,2031,high,active,35910,700,self-employed
POL_544591,CUST_112800,health,"Vincent, Ray and Archer",1869,72600,2,2017,2019,low,active,58953,641,employed
POL_396092,CUST_959959,life,Sampson-Hall,1335,128304,7,2017,2024,low,active,34213,727,retired
POL_497761,CUST_286906,health,Rodriguez PLC,565,49500,3,2024,2027,high,active,59054,711,employed
POL_745094,CUST_387748,health,Allen LLC,3154,79200,3,2021,2024,medium,active,79108,663,self-employed
POL_420577,CUST_236014,home,Clark-Barry,2148,165000,8,2023,2031,low,inactive,114890,704,employed
POL_737499,CUST_768470,travel,"Robinson, Lewis and Reese",1706,50000,1,2023,2024,medium,active,78074,676,employed
POL_770811,CUST_805139,health,White Ltd,2467,76230,3,2015,2018,low,active,39679,706,retired
POL_343031,CUST_805139,home,"Moreno, Frye and Noble",984,148500,5,2020,2025,low,active,39679,706,retired
POL_324586,CUST_318379,health,Miller Group,2586,83160,6,2023,2029,low,active,50187,739,retired
POL_416856,CUST_573858,health,Brown and Sons,1587,66000,4,2015,2019,medium,active,54591,795,self-employed
POL_620492,CUST_573858,auto,"Sanchez, Vaughn and Ramos",1912,10500,6,2016,2022,high,active,54591,795,self-employed
POL_366413,CUST_881770,health,"Anderson, Martinez and Howard",1147,45000,1,2019,2020,medium,active,80760,827,employed
POL_163629,CUST_190302,health,Holland-Brown,1353,88000,8,2018,2026,medium,active,62449,690,employed
POL_579635,CUST_577714,life,Robinson-Delacruz,2628,193600,7,2015,2022,medium,active,50476,735,self-employed
POL_506704,CUST_577714,travel,Burgess-Saunders,2367,60500,4,2018,2022,low,active,50476,735,self-employed
POL_197158,CUST_468512,auto,"Coleman, Grant and Howard",1383,9450,7,2020,2027,low,active,29418,716,retired
POL_514578,CUST_468512,home,"Jones, Delacruz and Powell",866,135000,8,2018,2026,low,active,29418,716,retired
POL_576193,CUST_605806,travel,"Anderson, Armstrong and Lewis",1169,49500,5,2017,2022,high,active,26745,662,retired
POL_126808,CUST_284731,travel,"Caldwell, Cooley and Clark",1958,45000,6,2018,2024,medium,active,65686,687,self-employed
POL_198731,CUST_657062,life,Gonzalez and Sons,706,81000,8,2015,2023,low,active,82914,670,employed
POL_392278,CUST_408474,health,Banks-Larson,3047,59400,2,2024,2026,medium,inactive,67373,664,self-employed
POL_773364,CUST_408474,travel,Macias Inc,813,49500,7,2023,2030,low,active,67373,664,self-employed
POL_313119,CUST_297370,home,"Hanson, Stuart and Smith",1941,150000,8,2023,2031,high,active,76989,750,employed
POL_151964,CUST_297370,travel,Robinson-Mitchell,725,55000,1,2021,2022,low,active,76989,750,employed
POL_178546,CUST_578180,health,"Ibarra, Baker and Martinez",1424,78408,6,2022,2028,low,active,28227,721,retired
POL_959416,CUST_139704,travel,Davis-Copeland,2240,55000,1,2018,2019,high,active,55212,658,self-employed
POL_141928,CUST_817303,life,"Mcgee, Schultz and Delgado",867,184800,2,2022,2024,low,inactive,54498,753,retired
POL_245959,CUST_726667,travel,Fox Inc,1433,45000,9,2018,2027,medium,active,20706,718,retired
POL_640586,CUST_364294,life,Carter Inc,2456,171072,9,2017,2026,low,inactive,31080,748,retired
POL_485198,CUST_188501,home,Caldwell and Sons,1499,181500,9,2020,2029,high,active,117564,737,employed
POL_379441,CUST_599401,health,"Brennan, Short and Silva",2897,101640,3,2017,2020,high,active,48847,650,retired
POL_161113,CUST_599401,travel,Bryant Inc,1024,55000,9,2023,2032,medium,active,48847,650,retired
POL_523822,CUST_783740,health,Rhodes Ltd,2404,76230,4,2024,2028,medium,inactive,109526,666,employed
POL_830821,CUST_788279,health,"Hughes, Fischer and Hernandez",1635,72600,9,2019,2028,medium,active,42653,736,self-employed
POL_782732,CUST_162976,life,Morgan Ltd,2457,193600,10,2015,2025,low,active,60602,698,self-employed
POL_280955,CUST_162976,auto,James-Long,1893,11550,7,2018,2025,medium,active,60602,698,self-employed
POL_573689,CUST_136554,home,"Fuentes, Wright and Estes",655,148500,5,2015,2020,low,active,104494,707,employed
POL_167195,CUST_557239,travel,Ramos and Sons,1601,45000,2,2022,2024,high,active,40113,776,employed
POL_222609,CUST_994794,health,Ramirez-King,1325,71280,2,2023,2025,medium,inactive,51592,664,retired
POL_771504,CUST_994794,home,Newman-Wells,995,135000,9,2021,2030,high,inactive,51592,664,retired
POL_149123,CUST_126596,health,Costa-Ortiz,2560,83160,10,2018,2028,high,active,56338,732,retired
POL_440530,CUST_126596,home,Richardson Group,2351,135000,9,2022,2031,medium,active,56338,732,retired
POL_121848,CUST_960607,health,"Wilson, Mcpherson and Lewis",1568,96800,3,2022,2025,low,active,44833,686,employed
POL_173444,CUST_931627,health,Serrano-Davies,1642,87120,1,2017,2018,high,active,105161,765,employed
POL_956459,CUST_931627,auto,Harper LLC,860,22275,5,2017,2022,low,active,105161,765,employed
POL_200167,CUST_610622,travel,Bell-Cobb,809,50000,7,2024,2031,low,active,41013,749,self-employed
POL_909268,CUST_624170,life,"Mclaughlin, Lopez and Wise",2470,174240,9,2019,2028,medium,active,94555,748,employed
POL_899917,CUST_624170,home,"Ramos, Shaw and Oneal",1788,165000,2,2023,2025,high,active,94555,748,employed
POL_961868,CUST_818530,auto,Harris-Murphy,1948,10395,8,2023,2031,medium,active,27700,778,retired
POL_186990,CUST_639915,travel,"Abbott, Gonzales and Stevens",1304,55000,7,2024,2031,medium,active,43735,701,self-employed
POL_251877,CUST_409499,health,Charles-Holland,2626,77000,8,2019,2027,low,active,87001,681,employed
POL_595179,CUST_359870,health,Adams Ltd,1875,71280,10,2015,2025,low,inactive,46980,719,retired
POL_220774,CUST_889660,health,"Morgan, Santos and Carpenter",883,79200,2,2024,2026,low,active,32898,692,self-employed
